original_index,positive_sentences,integrated_sentences,doi
192/413,"This can be easily understood by noting that this width scales with the electronic band energy variation along ky, which is governed by t′. In Fig. 3(d), we plot the plasmon spectrum at a decreased value of t′ as compared to Fig. 3(a).","Another feature to be noted is that the band width of these two interband branches is on the order of interchain coupling t′. This can be easily understood by noting that this width scales with the electronic band energy variation along ky, which is governed by t′. In Fig. 3(d), we plot the plasmon spectrum at a decreased value of t′ as compared to Fig. 3(a).",142/10.1103/PhysRevB.107.115168
195/413,The two upper branches are the interband plasmons.,3. (a) Energy loss spectrum along the nodal line. The two upper branches are the interband plasmons.,142/10.1103/PhysRevB.107.115168
219/413,"The obtained band structures are plotted in Fig. 5, which agree with previous results [34]. One FIG.","Previous works showed that the spin- orbit coupling is weak in these materials [33,34,36], so it is neglected in our calculation. The obtained band structures are plotted in Fig. 5, which agree with previous results [34]. One FIG.",142/10.1103/PhysRevB.107.115168
225/413,"observes that the three band structures share similar features, with a nonsymmorphic nodal line close to the Fermi level on the X-M path, formed by the crossing of two bands.","(d) Structure of general conﬁguration (ab)nc, n ⩾1, where n copies of (ab) chains are inserted between two c chains. observes that the three band structures share similar features, with a nonsymmorphic nodal line close to the Fermi level on the X-M path, formed by the crossing of two bands.",142/10.1103/PhysRevB.107.115168
228/413,"The interchain coupling is relatively weak and it naturally decreases with increasing n. Based on the ﬁrst-principles band structures, we compute their plasmon spectra in RPA. First, FIG.","The intrachain coupling is strong, making a sizable dispersion along the x direction (along the chain). The interchain coupling is relatively weak and it naturally decreases with increasing n. Based on the ﬁrst-principles band structures, we compute their plasmon spectra in RPA. First, FIG.",142/10.1103/PhysRevB.107.115168
230/413,"(b)–(d) Band structures of (Nb2SiTe4)n(NbTe2) with n = 1, 2, 3. 115168-6PLASMONS IN A TWO-DIMENSIONAL NONSYMMORPHIC … PHYSICAL REVIEW B 107, 115168 (2023) FIG.","5. (a) BZ of the NbSixTe2 family of materials. (b)–(d) Band structures of (Nb2SiTe4)n(NbTe2) with n = 1, 2, 3. 115168-6PLASMONS IN A TWO-DIMENSIONAL NONSYMMORPHIC … PHYSICAL REVIEW B 107, 115168 (2023) FIG.",142/10.1103/PhysRevB.107.115168
242/413,"The SPE continuum for n = 1 spans a much larger region, because the material’s band structure has a stronger deviation from the Dirac SSH model, as indicated by the red arrows in Fig. 5(b).","This is due to the overlap with the SPE region [see Fig. 6(a)]. The SPE continuum for n = 1 spans a much larger region, because the material’s band structure has a stronger deviation from the Dirac SSH model, as indicated by the red arrows in Fig. 5(b).",142/10.1103/PhysRevB.107.115168
248/413,One observes the presence of interband plasmon branches at higher frequencies.,"Next, we plot the energy loss spectra along the y direction in Fig. 7(c). One observes the presence of interband plasmon branches at higher frequencies.",142/10.1103/PhysRevB.107.115168
250/413,"Nevertheless, there appear to be more than two in- terband branches, especially for n = 2 and 3.","This agrees with the model result. Nevertheless, there appear to be more than two in- terband branches, especially for n = 2 and 3.",142/10.1103/PhysRevB.107.115168
251/413,"This is due to the presence of other nearby bands in Fig. 5, which also contribute to the interband transitions.","Nevertheless, there appear to be more than two in- terband branches, especially for n = 2 and 3. This is due to the presence of other nearby bands in Fig. 5, which also contribute to the interband transitions.",142/10.1103/PhysRevB.107.115168
258/413,"In addition, there exist several other isostructural materials, including TaSixTe2, NbGexTe2, and TaGexTe2, with the similar nodal-line band structure [31,40,41].","Their high-quality 2D ultrathin layers have been demonstrated in experiment [38]. In addition, there exist several other isostructural materials, including TaSixTe2, NbGexTe2, and TaGexTe2, with the similar nodal-line band structure [31,40,41].",142/10.1103/PhysRevB.107.115168
272/413,"It was demonstrated that the tech- nique can reach a resolution of a few meV and the detected frequency range can reach ∼1 eV [63,64].","The model parameters are the same as in Figs. 1(c) and 1(d) and we take EF = 50 meV. high-resolution EELS provides a powerful tool for mapping out the plasmon spectrum. It was demonstrated that the tech- nique can reach a resolution of a few meV and the detected frequency range can reach ∼1 eV [63,64].",142/10.1103/PhysRevB.107.115168
279/413,"Now, consider the Dirac SSH model.","The oscillation wave vector 2kF arises from the singularity in the static dielectric function ε(q, 0). Now, consider the Dirac SSH model.",142/10.1103/PhysRevB.107.115168
287/413,"Using the Dirac SSH model, we show that the system possesses two kinds of plasmons: the gapless intraband plasmons and the gapped interband plasmons.","In conclusion, we discover interesting plasmon properties in a class of 2D nonsymmorphic nodal-line TSMs. Using the Dirac SSH model, we show that the system possesses two kinds of plasmons: the gapless intraband plasmons and the gapped interband plasmons.",142/10.1103/PhysRevB.107.115168
291/413,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the interchain coupling.","Normal to the nodal line, the dispersion is strongest and is independent of carrier density; whereas along the nodal line, the dispersion is largely sup- pressed and is linear in the carrier density. The interband plasmons have a quite ﬂat dispersion, with band width scaling with the interchain coupling.",142/10.1103/PhysRevB.107.115168
292/413,Their long-wavelength limits are connected with transitions between Van Hove singularities of the band structure.,"The interband plasmons have a quite ﬂat dispersion, with band width scaling with the interchain coupling. Their long-wavelength limits are connected with transitions between Van Hove singularities of the band structure.",142/10.1103/PhysRevB.107.115168
304/413,"After obtaining the band structure, ab initio tight-binding models were constructed by using the WANNIER90 package [71].","-centered k-point meshes with size 10 × 6 × 1 for (ab)1c and 10 × 4 × 1 for (ab)2c and (ab)3c were used for BZ sampling. After obtaining the band structure, ab initio tight-binding models were constructed by using the WANNIER90 package [71].",142/10.1103/PhysRevB.107.115168
306/413,The Wannier model was used to calculate the dynamical dielectric function in RPA.,The p orbitals of Te atoms and the d orbitals of Nb atoms were used as the initial input of local basis. The Wannier model was used to calculate the dynamical dielectric function in RPA.,142/10.1103/PhysRevB.107.115168
2/227,"Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.","The web-based GUI program enables us to quickly visualize crystalline and molecular structures by dragging and dropping XYZ, CIF, or OpenMX input/output ﬁles, and analyze static/dynamic structural properties conveniently in a web browser. Several basic functionalities such as analysis of Mulliken charges, molecular dynamics, geometry optimization and band structure are included.",4/10.1016/j.jmgm.2019.03.013
4/227,"Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.","In addition, based on marching cubes, marching tetrahedra and surface nets algorithms with Afﬁne transformation, 3D isosurface techniques are sup- ported to visualize electron density and molecular/crystalline orbitals in the cube format with super- position of a crystalline or molecular structure. Furthermore, the Band Structure Viewer is implemented for showing a band structure in a web browser.",4/10.1016/j.jmgm.2019.03.013
19/227,"The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; * Corresponding author.","Furthermore, it is possible to use the same functions as applications in a web browser when users are online. The OpenMX Viewer is an interactive web-based crystalline and molecular structure viewer based on HTML5 Canvas 2D combined with Javascript and Three.js libraries for existing or potential users of OpenMX [23]: (1) to visualize crystal structures, isosurfaces, and band strucutres; (2) to analyze static/dynamic data of OpenMX; * Corresponding author.",4/10.1016/j.jmgm.2019.03.013
24/227,"It contains three kinds of viewers - Structure Viewer, Cube 3D Viewer and Band Structure Viewer.","Journal of Molecular Graphics and Modelling 89 (2019) 192e198and, (3) to save structural information in a XYZ format, a CIF format, or an OpenMX input format by using our unique javascript libraries and functions. It contains three kinds of viewers - Structure Viewer, Cube 3D Viewer and Band Structure Viewer.",4/10.1016/j.jmgm.2019.03.013
35/227,"The main features of the OpenMX Viewer include: (1) Structure Viewer; (2) Cube 3D Viewer; and, (3) Band Structure Viewer.","The OpenMX Viewer can be utilized directly by dragging-and-dropping ﬁles to the OpenMX Viewer webpage [24] without installations, upgrades, and terminal commands. The main features of the OpenMX Viewer include: (1) Structure Viewer; (2) Cube 3D Viewer; and, (3) Band Structure Viewer.",4/10.1016/j.jmgm.2019.03.013
45/227,"Viewer Supported ﬁle types Structure Viewer (Static) XYZ type (.xyz), CIF type (.cif), OpenMX input (.dat) Structure Viewer (Dynamic) XYZ type (.xyz), OpenMX output ﬁles (.md) Cube 3D Viewer Gaussian cube ﬁles (.cube) Band Structure Viewer Band ﬁles (.Band) Fig. 1.","If a dropped ﬁle is relevant to structural optimization or molecular dynamics simulations, users can select Structural Change to check structural changes at each optimization or molecular dynamics step Table 1 Viewers and corresponding supported ﬁle types. Viewer Supported ﬁle types Structure Viewer (Static) XYZ type (.xyz), CIF type (.cif), OpenMX input (.dat) Structure Viewer (Dynamic) XYZ type (.xyz), OpenMX output ﬁles (.md) Cube 3D Viewer Gaussian cube ﬁles (.cube) Band Structure Viewer Band ﬁles (.Band) Fig. 1.",4/10.1016/j.jmgm.2019.03.013
