original_index,positive_sentences,integrated_sentences,doi
103/195,"Taking into account the two-band structure and following the two-band model [38] we introduce a two-component spinor wave function ψ(x) ψ(x) =  ϕ(x) χ(x)  , (B3) where two diﬀerent neighboring bands are described by wave functions ϕ(x) and χ(x).","We will reduce the problem of the Schr¨odinger equation for a particle in the periodic potential V (x) related to the system of the periodically placed stacks of alternating graphene and dielectric stripes embedded into a background dielectric medium and an “defect potential” W related to a defect to a much simpler equation for the envelope wavefunctions. Taking into account the two-band structure and following the two-band model [38] we introduce a two-component spinor wave function ψ(x) ψ(x) =  ϕ(x) χ(x)  , (B3) where two diﬀerent neighboring bands are described by wave functions ϕ(x) and χ(x).",120/10.1088/0953-8984/24/1/015305
105/195,Without a defect the energy spectrum would be described by two neighboring bands and the gap between them.,"Note that Eq. (B1) contains both the periodic function V (x) corresponding to the ideal lattice and W, describing the potential of a defect. Without a defect the energy spectrum would be described by two neighboring bands and the gap between them.",120/10.1088/0953-8984/24/1/015305
112/195,"In Eq. (B5) σx is Pauli matrix and ∆ω is the width of the forbidden band in the electron spectrum that, as it follows from the mapping of the wave equation for the electric ﬁeld graphene-based photonic crystal onto Eq. (B1), is ∆ω = ¯h2Ω2 2m0c2 , where Ωis the width of the forbidden band (photonic gap) in the spectrum of the electromagnetic wave. Eqs.","Considering only two neighboring bands corresponding to the wave function ψ(x) given by Eq. (B3) this set of equations for ϕn(x) and χn(x) can be reduced to the Dirac-type equations for the two-component spinor (B3), which has the following form [38] [εω −∆ω −Wγ(|x −x0|)] ϕ(x) + i¯hsσx dχ(x) dx = 0 , [εω + ∆ω −Wγ(|x −x0|)] χ(x) + i¯hsσx dϕ(x) dx = 0 , (B5)7 where s = ¯hk0/( √ 3m0). In Eq. (B5) σx is Pauli matrix and ∆ω is the width of the forbidden band in the electron spectrum that, as it follows from the mapping of the wave equation for the electric ﬁeld graphene-based photonic crystal onto Eq. (B1), is ∆ω = ¯h2Ω2 2m0c2 , where Ωis the width of the forbidden band (photonic gap) in the spectrum of the electromagnetic wave. Eqs.",120/10.1088/0953-8984/24/1/015305
4/231,"The result suggests that the conductance has the contribution of two kinds of carriers, normal semimetallic and Dirac carriers, and this observation is an evidence of type-II Weyl semimetals of MoTe2 and WTe2.","Because the temperature dependence of the narrow Drude peak is similar to that of a type-I Weyl semimetal TaAs, it was concluded to originate from Dirac carriers of Weyl bands. The result suggests that the conductance has the contribution of two kinds of carriers, normal semimetallic and Dirac carriers, and this observation is an evidence of type-II Weyl semimetals of MoTe2 and WTe2.",169/10.1103/PhysRevB.99.195203
6/231,I. INTRODUCTION Materials with linear band dispersions at the Fermi level (EF) such as surface states of topological insulators and Dirac semimetals have been recently attracting at- tention because the very high mobility as well as high speed devices are expected thanks to the very low eﬀec- tive carrier mass of the linear band dispersion.,The obtained carrier mass of the semimetallic bands and the interband transition spectra suggest the weak electron correlation eﬀect in both materials. I. INTRODUCTION Materials with linear band dispersions at the Fermi level (EF) such as surface states of topological insulators and Dirac semimetals have been recently attracting at- tention because the very high mobility as well as high speed devices are expected thanks to the very low eﬀec- tive carrier mass of the linear band dispersion.,169/10.1103/PhysRevB.99.195203
10/231,"One named type-I exhibits point- like Fermi surfaces owing to Lorentz invariant band struc- tures, and another named type-II has tilted Weyl cones appearing between electron and hole Fermi surfaces.","Weyl semimetals are classed in two groups by the shape of the Fermi surface. One named type-I exhibits point- like Fermi surfaces owing to Lorentz invariant band struc- tures, and another named type-II has tilted Weyl cones appearing between electron and hole Fermi surfaces.",169/10.1103/PhysRevB.99.195203
13/231,"Theoretical predictions are that MoTe2 is a semi- conductor in 2H and 1T forms and the electronic struc- ture has been revealed by optical measurements3–5, on the other hand, that in 1T ′ and Td forms is predicted as a semimetal6.","TMD forms four crystal structures, namely 2H, 1T , 1T ′, and Td. Theoretical predictions are that MoTe2 is a semi- conductor in 2H and 1T forms and the electronic struc- ture has been revealed by optical measurements3–5, on the other hand, that in 1T ′ and Td forms is predicted as a semimetal6.",169/10.1103/PhysRevB.99.195203
18/231,It is under debate whether these properties are related to the Weyl semimetallic band structure or not.,Mo1−xNbxTe2 has anomalous enhancement of thermopower near the critical region between the polar and nonpolar metallic phases9. It is under debate whether these properties are related to the Weyl semimetallic band structure or not.,169/10.1103/PhysRevB.99.195203
34/231,"The anisotropic σ(ω) spectra of WTe2 in the ab plane have been reported, and the interband spectra can be well explained by ab ini- tio band calculations36.","They have sug- gested that the carriers are related to the extremely large nonsaturating magnetoresistance, but they have not dis- cussed the existence of Weyl electrons. The anisotropic σ(ω) spectra of WTe2 in the ab plane have been reported, and the interband spectra can be well explained by ab ini- tio band calculations36.",169/10.1103/PhysRevB.99.195203
39/231,"In addition, the electron correlation is discussed using the comparison of the experimentally obtained σ(ω) spectra with band calculations and calculated σ(ω) spectra. II.","The γ value of the narrow Drude component is strongly suppressed at low temper- atures, which is similar to that of a type-I Weyl semimetal TaAs, suggesting the existence of Weyl electrons. In addition, the electron correlation is discussed using the comparison of the experimentally obtained σ(ω) spectra with band calculations and calculated σ(ω) spectra. II.",169/10.1103/PhysRevB.99.195203
42/231,As-grown surfaces were mea- sured for the optical reﬂectivity [R(ω)] spectra.,"One of our samples, WTe2, shows a large residual resistivity ratio of 1330 and very large magneto-resistance with obvious Shubnikov- de Haas oscillation37,38. As-grown surfaces were mea- sured for the optical reﬂectivity [R(ω)] spectra.",169/10.1103/PhysRevB.99.195203
56/231,The obtained σ(ω) spectra were compared with the spectra derived from LDA band struc- ture calculations including spin-orbit coupling using the Wien2k code42.,"In order to obtain σ(ω) spectra via KKA of R(ω) spectra, the R(ω) spectra were extrapolated below 3 meV with a Hagen-Rubens function, and above 30 eV with a free-electron approxi- mation R(ω) ∝ω−441. The obtained σ(ω) spectra were compared with the spectra derived from LDA band struc- ture calculations including spin-orbit coupling using the Wien2k code42.",169/10.1103/PhysRevB.99.195203
58/231,RESULTS AND DISCUSSION A. Comparison with band calculations Figure 2 indicates the band dispersions and densities of states (DOS) of MoTe2 and WTe2.,Lattice parameters of MoTe212 and WTe243 with 1T ′ crystal structure were adopted. III. RESULTS AND DISCUSSION A. Comparison with band calculations Figure 2 indicates the band dispersions and densities of states (DOS) of MoTe2 and WTe2.,169/10.1103/PhysRevB.99.195203
59/231,Both materials are semimetals because electron and hole bands cross EF at around the Γ point.,RESULTS AND DISCUSSION A. Comparison with band calculations Figure 2 indicates the band dispersions and densities of states (DOS) of MoTe2 and WTe2. Both materials are semimetals because electron and hole bands cross EF at around the Γ point.,169/10.1103/PhysRevB.99.195203
60/231,"This result is consistent with the previously reported band calculations12,44.","Both materials are semimetals because electron and hole bands cross EF at around the Γ point. This result is consistent with the previously reported band calculations12,44.",169/10.1103/PhysRevB.99.195203
62/231,"In comparison between MoTe2 and WTe2, the dispersion curves are similar to each other, but both occupied and unoccupied states of MoTe2 are closer to EF than those of WTe2, which can be also seen in DOS.","Weyl points are located near the symmetry line of Γ −X (not shown in the ﬁgure). In comparison between MoTe2 and WTe2, the dispersion curves are similar to each other, but both occupied and unoccupied states of MoTe2 are closer to EF than those of WTe2, which can be also seen in DOS.",169/10.1103/PhysRevB.99.195203
63/231,A peak at about 0.4 eV from EF of WTe2 shifts to about 0.2 eV in MoTe2.,"In comparison between MoTe2 and WTe2, the dispersion curves are similar to each other, but both occupied and unoccupied states of MoTe2 are closer to EF than those of WTe2, which can be also seen in DOS. A peak at about 0.4 eV from EF of WTe2 shifts to about 0.2 eV in MoTe2.",169/10.1103/PhysRevB.99.195203
67/231,Calculated σ(ω) spectra obtained from band calcula- tions in Fig. 2a in comparison with experimental ones are indicated in Fig. 3.,is expected to be higher than that of WTe2. Calculated σ(ω) spectra obtained from band calcula- tions in Fig. 2a in comparison with experimental ones are indicated in Fig. 3.,169/10.1103/PhysRevB.99.195203
76/231,"3. Experimental optical conductivity [σ(ω)] spectra (marked lines) of MoTe2 (a) and WTe2 (b) compared with calculated σ(ω) spectra (bold, dashed, and dot-dashed lines) from the calculated band structures shown in Fig. 2.","""%!) %#"" 7 8 9#:& 9#) FIG. 3. Experimental optical conductivity [σ(ω)] spectra (marked lines) of MoTe2 (a) and WTe2 (b) compared with calculated σ(ω) spectra (bold, dashed, and dot-dashed lines) from the calculated band structures shown in Fig. 2.",169/10.1103/PhysRevB.99.195203
78/231,"100 meV, seems to reproduce the experimental spectrum.","Because of the experimental conditions of using non-polarized light, the experimental spectra should be compared with the aver- aged spectra [(σxx + σyy)/2] of σxx (E ∥a) and σyy (E ∥b). 100 meV, seems to reproduce the experimental spectrum.",169/10.1103/PhysRevB.99.195203
79/231,"However, a peak at ℏω = 550 meV in MoTe2 and two peaks at 300 and 600 meV in WTe2 in the experimental spectra cannot be reproduced by our calculation.","100 meV, seems to reproduce the experimental spectrum. However, a peak at ℏω = 550 meV in MoTe2 and two peaks at 300 and 600 meV in WTe2 in the experimental spectra cannot be reproduced by our calculation.",169/10.1103/PhysRevB.99.195203
80/231,There are peaks at 750 meV in MoTe2 and at 400 and 800 meV in WTe2 in the calculated spectra.,"However, a peak at ℏω = 550 meV in MoTe2 and two peaks at 300 and 600 meV in WTe2 in the experimental spectra cannot be reproduced by our calculation. There are peaks at 750 meV in MoTe2 and at 400 and 800 meV in WTe2 in the calculated spectra.",169/10.1103/PhysRevB.99.195203
92/231,These peaks can be regarded to originate from ﬂat structures in the bands near the Γ point.,"In addition, the experimental peaks at 100 and 50 meV in MoTe2 can be reproduced in the calcula- tion. These peaks can be regarded to originate from ﬂat structures in the bands near the Γ point.",169/10.1103/PhysRevB.99.195203
122/231,"This also suggests that D2 originates from semimetallic electron and hole bands and, in addition, the eﬀective mass of carriers in the semimetallic bands is almost equal to the rest mass of electrons.","It should be noted that N ∗at 10 K evaluated as 1.5 × 1020 cm−3 is consistent with the sum of the electron and hole carriers obtained from the size of Fermi surfaces (∼1.35 × 1020 cm−3)11. This also suggests that D2 originates from semimetallic electron and hole bands and, in addition, the eﬀective mass of carriers in the semimetallic bands is almost equal to the rest mass of electrons.",169/10.1103/PhysRevB.99.195203
128/231,"In addition, as pointed out by Homes et al.35, one of two semimetallic bands of the compensated metals is also a candidate.","In both materials, N ∗rapidly increases with decreasing temperature below about 100 K. This change cannot be expected from the shape of DOS. In addition, as pointed out by Homes et al.35, one of two semimetallic bands of the compensated metals is also a candidate.",169/10.1103/PhysRevB.99.195203
144/231,"The evidence for Dirac/Weyl semimetal phase in opti- cal sepctra also appears in the power-law dependence of the interband optical conductivityσ(ω) spectra53,54.","The low- energy electron correlation near the Weyl points might eﬀect to the physical properties such as superconductiv- ity and high thermopower of MoTe2. The evidence for Dirac/Weyl semimetal phase in opti- cal sepctra also appears in the power-law dependence of the interband optical conductivityσ(ω) spectra53,54.",169/10.1103/PhysRevB.99.195203
146/231,"In the case of MoTe2 and WTe2, it must appear below 50 meV with reference to band calcu- lations.","The power-law dependence must appear in the energy region of Dirac linear bands. In the case of MoTe2 and WTe2, it must appear below 50 meV with reference to band calcu- lations.",169/10.1103/PhysRevB.99.195203
149/231,"CONCLUSION To summarize, the electronic structures of type-II Weyl semimetal candidates MoTe2 and WTe2 have been inves- tigated by optical conductivity σ(ω) spectra and LDA band calculations.","In other Weyl semimetals, TaAs and TaP, such power-law behaviors can be recognized because of weak Drude components. IV. CONCLUSION To summarize, the electronic structures of type-II Weyl semimetal candidates MoTe2 and WTe2 have been inves- tigated by optical conductivity σ(ω) spectra and LDA band calculations.",169/10.1103/PhysRevB.99.195203
150/231,Obtained σ(ω) spectra can be ex- plained by the band calculations with the renormaliza- tion factor of 0.74 ± 0.01.,"CONCLUSION To summarize, the electronic structures of type-II Weyl semimetal candidates MoTe2 and WTe2 have been inves- tigated by optical conductivity σ(ω) spectra and LDA band calculations. Obtained σ(ω) spectra can be ex- plained by the band calculations with the renormaliza- tion factor of 0.74 ± 0.01.",169/10.1103/PhysRevB.99.195203
7/490,In direct bandgap semiconductors they can be created optically by resonant absorption of photons.,"Keywords: exciton-polaritons, polariton nonlinearity, perovskites, polarons Introduction Excitons are solid state analogs of a hydrogen atom, appearing due to the Coulomb attraction between an electron in a conduction band and a hole in a valence band. In direct bandgap semiconductors they can be created optically by resonant absorption of photons.",84/10.1021/acs.nanolett.2c03524
12/490,"In particular, from their photonic component they inherit extremely small effective mass and long decoherence time, while the presence of the excitonic component allows for the efﬁcient polariton-polariton interactions, leading to the onset of the robust nonlinear optical response.","Exciton-polaritons demonstrate a set of remarkable properties, which makes them ideal candidates for both fundamental study of a variety of quantum collective phenomena5 and modern optoelectronic applications6. In particular, from their photonic component they inherit extremely small effective mass and long decoherence time, while the presence of the excitonic component allows for the efﬁcient polariton-polariton interactions, leading to the onset of the robust nonlinear optical response.",84/10.1021/acs.nanolett.2c03524
13/490,The latter is experimentally revealed as a blueshift of a polariton line with the increase of a pumping power.,"In particular, from their photonic component they inherit extremely small effective mass and long decoherence time, while the presence of the excitonic component allows for the efﬁcient polariton-polariton interactions, leading to the onset of the robust nonlinear optical response. The latter is experimentally revealed as a blueshift of a polariton line with the increase of a pumping power.",84/10.1021/acs.nanolett.2c03524
15/490,"For more than a decade, the study of the nonlinear excitonic response was focused on conventional semiconductor platforms including both narrow band gap (e.g. CdTe7 and GaAs8–11) and wide band gap materials (e.g. GaN12–14 and ZnO15,16), where excitons are well described by the hydrogen model.","From technological perspective, it is clearly highly desirable to have a material platform, which combines the thermal stability of excitons and polaritons with strong degree of their optical nonlinearity. For more than a decade, the study of the nonlinear excitonic response was focused on conventional semiconductor platforms including both narrow band gap (e.g. CdTe7 and GaAs8–11) and wide band gap materials (e.g. GaN12–14 and ZnO15,16), where excitons are well described by the hydrogen model.",84/10.1021/acs.nanolett.2c03524
17/490,"For wide bandgap materials excitons have much smaller effective size aB (exciton Bohr radius), which decreases the exciton-exciton interaction constant VXX (often referred as g, and deﬁned mostly by the processes of electron and hole exchange17), and thus the blueshift per polariton is reduced also.","Essentially, while the blueshift per single polariton tells us about how well the nonlinear polariton systems performs at low excitation density, the maximum value of blueshift enabled by a polariton system characterises its nonlinear optical response at high density. For wide bandgap materials excitons have much smaller effective size aB (exciton Bohr radius), which decreases the exciton-exciton interaction constant VXX (often referred as g, and deﬁned mostly by the processes of electron and hole exchange17), and thus the blueshift per polariton is reduced also.",84/10.1021/acs.nanolett.2c03524
37/490,"Here we present a clear experimental evidence, supported by theoretical modelling, that exciton-phonon coupling leading to the formation of exciton-polarons in hybrid halide perovskites substantially modiﬁes exciton-exciton interaction and allows to dramatically increase nonlinear optical response, which is characterized by record high value of the polariton blueshift up to 19.7 meV, remaining robust at elevated temperatures (170 K).","The analysis of the corresponding nonlinearities thus seems to be an important task. Here we present a clear experimental evidence, supported by theoretical modelling, that exciton-phonon coupling leading to the formation of exciton-polarons in hybrid halide perovskites substantially modiﬁes exciton-exciton interaction and allows to dramatically increase nonlinear optical response, which is characterized by record high value of the polariton blueshift up to 19.7 meV, remaining robust at elevated temperatures (170 K).",84/10.1021/acs.nanolett.2c03524
46/490,"The values corresponding to the hydrogen model, applicable to vast majority of the conventional semiconductors (GaAs, CdTe, GaN, ZnSe, CuBr are taken as examples) lie at straight blue (3D) and orange (2D) lines.","(a) The estimated values of maximal blueshift induced by exciton-exciton interaction in the quadratic approximation, ∆Emax = VXXnmax/2−|VXX2|n2 max, where nmax = 0.05/ad B, d = 2,3 is the density corresponding to maximal blueshift for the 2D and 3D materials, respectively. The values corresponding to the hydrogen model, applicable to vast majority of the conventional semiconductors (GaAs, CdTe, GaN, ZnSe, CuBr are taken as examples) lie at straight blue (3D) and orange (2D) lines.",84/10.1021/acs.nanolett.2c03524
53/490,"The corresponding leaky photonic mode couples with excitonic transition in bulk MAPbI3 perovskite giving rise to polariton modes, which are analyzed in nonlinear reﬂectance measurements performed under resonant (in angle and frequency) laser pump.","Photonic crystal slab is fabricated by nanoimprint lithography method. The corresponding leaky photonic mode couples with excitonic transition in bulk MAPbI3 perovskite giving rise to polariton modes, which are analyzed in nonlinear reﬂectance measurements performed under resonant (in angle and frequency) laser pump.",84/10.1021/acs.nanolett.2c03524
58/490,"In both high-temperature tetragonal I4/mcm and low-temperature orthorombic Pnma phases, MAPbI3 exhibits robust excitonic response, which manifests itself in the PL spectra as a broadband angle-independent peak at the energies 1598 meV and 1655 meV, respectively.","phase transition (≈160K) between tetragonal and orthorombic phases, respectively44,45. In both high-temperature tetragonal I4/mcm and low-temperature orthorombic Pnma phases, MAPbI3 exhibits robust excitonic response, which manifests itself in the PL spectra as a broadband angle-independent peak at the energies 1598 meV and 1655 meV, respectively.",84/10.1021/acs.nanolett.2c03524
61/490,"The values of experimentally observed blueshifts of exciton-polaritons in various materials, including conventional semiconductors (GaAs, CdTe, GaN, ZnO), TMD monolayers (MoSe2, WS2), organic materials (BODIPY-G1, MeLPPP, mCherry protein) and hybrid perovskites ((PEA)2PbI4, CsPbBr3, CsPbCl3, MAPbI3).","Fitting the dispersions of lower polariton branches (LPB) using coupled oscillator model46 (Fig. 2a,b) allowed us to estimate the Rabi splitting ΩR = 35.2 meV and coupling strength Ω0 = 35.8 meV for the high-temperature tetragonal phase and ΩR = 35.7 meV and Ω0 = 39.2 meV for the low-temperature orthorombic phase (see ""Methods"" and Section 2 of Supplementary Material for 3/25Material Group Material Reported blueshift [meV] Temperature [K] Reference Semiconductor QW GaAs 0.6 8 31 0.8 <10 32 2.2 <10 33 CdTe 1.8 19 7 ZnO 6.0 300 34 GaN 7.5 300 35 TMD MoSe2 3.0 127 21 5.0 7 3 WS2 1.0 300 36 13.0 300 37 Polymers BODIPY-G1 6.0 300 38 MeLPPP 10.5 300 39 mCherry 12.1 300 40 Perovskites (PEA)2PbI4 8.5 300 29 CsPbBr3 9.5 300 25 CsPbCl3 9.5 300 28 MAPbI3 13.0 170 This work MAPbI3 19.7 6 This work Table 1. The values of experimentally observed blueshifts of exciton-polaritons in various materials, including conventional semiconductors (GaAs, CdTe, GaN, ZnO), TMD monolayers (MoSe2, WS2), organic materials (BODIPY-G1, MeLPPP, mCherry protein) and hybrid perovskites ((PEA)2PbI4, CsPbBr3, CsPbCl3, MAPbI3).",84/10.1021/acs.nanolett.2c03524
63/490,In this work we report the record high value of 19.7 meV for MAPbI3 perovskites. the details).,The previously reported maximal values of about 13 mev correspond to optical microcavities with active media consisting on WS2 monolayers. In this work we report the record high value of 19.7 meV for MAPbI3 perovskites. the details).,84/10.1021/acs.nanolett.2c03524
67/490,"To do so, we measure the blueshifts of polariton branches in both crystal phases under resonant femtosecond-pulsed excitation depending on pump ﬂuence and excitonic fraction in the polariton mode, deﬁned by the angle of incidence.","It thus becomes interesting to investigate how the polaron effects will modify polariton nonlinearities. To do so, we measure the blueshifts of polariton branches in both crystal phases under resonant femtosecond-pulsed excitation depending on pump ﬂuence and excitonic fraction in the polariton mode, deﬁned by the angle of incidence.",84/10.1021/acs.nanolett.2c03524
72/490,"The most pronounced blueshifts reaching to ∆E=13 meV for T=170 K and ∆E=19.7 meV for T=6 K are expectedly observed at smaller angles of incidence, corresponding to larger exciton fractions |Xk|2.","The resulting ﬂuence-dependent polariton mode blueshifts obtained at T=170 K and T=6 K for various exciton fractions |Xk|2 are shown in Figs. 4e,f. The most pronounced blueshifts reaching to ∆E=13 meV for T=170 K and ∆E=19.7 meV for T=6 K are expectedly observed at smaller angles of incidence, corresponding to larger exciton fractions |Xk|2.",84/10.1021/acs.nanolett.2c03524
78/490,Our model includes the quantum mechanical description of exciton-polaron state in MAPbI3 perovskite; the calculation of excitonic nonlinearity rates; the quantitative description of polariton gas temporal dynamics; the many-body renormalization of polariton resonance energy.,"Discussion In order to unveil the physical origin of observed ﬂuence-dependent blueshift of polariton spectrum, we develop a microscopic model of exciton-polariton response in the considered structure. Our model includes the quantum mechanical description of exciton-polaron state in MAPbI3 perovskite; the calculation of excitonic nonlinearity rates; the quantitative description of polariton gas temporal dynamics; the many-body renormalization of polariton resonance energy.",84/10.1021/acs.nanolett.2c03524
88/490,"In the 3D hydrogen-like model this corresponds to the exciton binding energy of about 3 meV, which makes excitons even less stable than in GaAs.","Indeed, the static dielectric permittivity of MAPbI3 is εs = 2550. In the 3D hydrogen-like model this corresponds to the exciton binding energy of about 3 meV, which makes excitons even less stable than in GaAs.",84/10.1021/acs.nanolett.2c03524
89/490,"In direct contradiction to this, we experimentally found the resonance energies of the exciton transition as EX = 1598 meV in the tetragonal phase, and EX = 1655 meV at orthorhombic phase.","In the 3D hydrogen-like model this corresponds to the exciton binding energy of about 3 meV, which makes excitons even less stable than in GaAs. In direct contradiction to this, we experimentally found the resonance energies of the exciton transition as EX = 1598 meV in the tetragonal phase, and EX = 1655 meV at orthorhombic phase.",84/10.1021/acs.nanolett.2c03524
153/490,"Though the upper polariton branch (UPB) cannot be observed due to the band absorption, the lower polariton branch can be ﬁtted using coupled oscillator model46, with account for the spectral position and the linewidth of the uncoupled exciton: eEX = EX −iγX and those 7/25parameters of the uncoupled cavity photon mode eEC(k) = EC(k)−iγC: E0 LP = eEX + eEC(k) 2 −1 2 q (eEC(k)−eEX)2 +Ω2 0, (3) where Ω0 is the light-matter coupling strength.","The same method was used to ﬁt the photon cavity dispersion at room temperature. Though the upper polariton branch (UPB) cannot be observed due to the band absorption, the lower polariton branch can be ﬁtted using coupled oscillator model46, with account for the spectral position and the linewidth of the uncoupled exciton: eEX = EX −iγX and those 7/25parameters of the uncoupled cavity photon mode eEC(k) = EC(k)−iγC: E0 LP = eEX + eEC(k) 2 −1 2 q (eEC(k)−eEX)2 +Ω2 0, (3) where Ω0 is the light-matter coupling strength.",84/10.1021/acs.nanolett.2c03524
163/490,"Their presence primarily results in the longitudinal optical (LO) phonon-induced renormalization of the single-particle bandgap, the electron and hole effective masses, and the Coulomb interaction.","Model Exciton-polarons Due to the polar nature of metal halide perovskites, their exciton response is governed by polaron effects48. Their presence primarily results in the longitudinal optical (LO) phonon-induced renormalization of the single-particle bandgap, the electron and hole effective masses, and the Coulomb interaction.",84/10.1021/acs.nanolett.2c03524
165/490,"We employ the Pollmann-Büttner model44,51 for exciton-polarons, solving the Schrodinger equation  −¯h2∇2 2µ∗−V(⃗r)  ψ(⃗r) = −Ebψ(⃗r), (7) where V(r) = e2 4πε0r  1 εs + 1 ε∗  mh ∆me −r lh −me ∆me−r le  (8) is the dressed Coulomb interaction, and µ∗= m∗ em∗ h/(m∗ e +m∗ h) is the exciton reduced mass.","The coupling between the phonons and the charged particles are characterized by the dimensionless Fröhlich coupling constants: αe[h] = e2 4πε0 1 ¯hε∗ r me[h] 2ELO , (5) where me[h] stands for bare electron [hole] mass, ELO is the energy of LO phonon, 1 ε∗= 1 ε∞ −1 εs , (6) with εs, ε∞being the static and high frequency dielectric constants, respectively. We employ the Pollmann-Büttner model44,51 for exciton-polarons, solving the Schrodinger equation  −¯h2∇2 2µ∗−V(⃗r)  ψ(⃗r) = −Ebψ(⃗r), (7) where V(r) = e2 4πε0r  1 εs + 1 ε∗  mh ∆me −r lh −me ∆me−r le  (8) is the dressed Coulomb interaction, and µ∗= m∗ em∗ h/(m∗ e +m∗ h) is the exciton reduced mass.",84/10.1021/acs.nanolett.2c03524
169/490,The value of LO phonon energy ET LO = 22 meV is chosen to reproduce 8/25the previously reported47 exciton binding energy ET b ≈19 meV at T = 170 K for tetragonal (T) phase.,"We set ε∞= 5, εs = 25, me = 0.19m0, mh = 0.22m0, where m0 is the free electron mass. The value of LO phonon energy ET LO = 22 meV is chosen to reproduce 8/25the previously reported47 exciton binding energy ET b ≈19 meV at T = 170 K for tetragonal (T) phase.",84/10.1021/acs.nanolett.2c03524
222/490,"Bajoni, D. et al. Polariton laser using single micropillar gaas- gaalas semiconductor cavities.","Nature 443, 409–414 (2006). 8. Bajoni, D. et al. Polariton laser using single micropillar gaas- gaalas semiconductor cavities.",84/10.1021/acs.nanolett.2c03524
226/490,"Nguyen, H. S. et al. Realization of a double-barrier resonant tunneling diode for cavity polaritons. Phys. Rev. Lett. 110, 236601 (2013). 11.","Rev. B 85, 235102 (2012). 10. Nguyen, H. S. et al. Realization of a double-barrier resonant tunneling diode for cavity polaritons. Phys. Rev. Lett. 110, 236601 (2013). 11.",84/10.1021/acs.nanolett.2c03524
227/490,"Sturm, C. et al. All-optical phase modulation in a cavity-polariton mach–zehnder interferometer. Nat.","Nguyen, H. S. et al. Realization of a double-barrier resonant tunneling diode for cavity polaritons. Phys. Rev. Lett. 110, 236601 (2013). 11. Sturm, C. et al. All-optical phase modulation in a cavity-polariton mach–zehnder interferometer. Nat.",84/10.1021/acs.nanolett.2c03524
233/490,"van Vugt, L. K. et al. Exciton polaritons conﬁned in a zno nanowire cavity.","Photonics 9, 30–34 (2015). 15. van Vugt, L. K. et al. Exciton polaritons conﬁned in a zno nanowire cavity.",84/10.1021/acs.nanolett.2c03524
235/490,"Li, F. et al. From excitonic to photonic polariton condensate in a zno-based microcavity.","Phys. review letters 97, 147401 (2006). 16. Li, F. et al. From excitonic to photonic polariton condensate in a zno-based microcavity.",84/10.1021/acs.nanolett.2c03524
241/490,"Chernikov, A. et al. Exciton binding energy and nonhydrogenic rydberg series in monolayer ws 2.","communications 11, 1–7 (2020). 10/2519. Chernikov, A. et al. Exciton binding energy and nonhydrogenic rydberg series in monolayer ws 2.",84/10.1021/acs.nanolett.2c03524
245/490,"Stepanov, P. et al. Exciton-exciton interaction beyond the hydrogenic picture in a mose 2 monolayer in the strong light-matter coupling regime. Phys. Rev. Lett. 126, 167401 (2021). 22.","Rev. B 96, 115409 (2017). 21. Stepanov, P. et al. Exciton-exciton interaction beyond the hydrogenic picture in a mose 2 monolayer in the strong light-matter coupling regime. Phys. Rev. Lett. 126, 167401 (2021). 22.",84/10.1021/acs.nanolett.2c03524
248/490,"Su, R. et al. Perovskite semiconductors for room-temperature exciton-polaritonics. Nat. Mater. 1–10 (2021). 24.","communications 7, 1–9 (2016). 23. Su, R. et al. Perovskite semiconductors for room-temperature exciton-polaritonics. Nat. Mater. 1–10 (2021). 24.",84/10.1021/acs.nanolett.2c03524
251/490,"Su, R. et al. Room temperature long-range coherent exciton polariton condensate ﬂow in lead halide perovskites.","ACS energy letters 2, 2071–2083 (2017). 25. Su, R. et al. Room temperature long-range coherent exciton polariton condensate ﬂow in lead halide perovskites.",84/10.1021/acs.nanolett.2c03524
253/490,"Su, R. et al. Observation of exciton polariton condensation in a perovskite lattice at room temperature. Nat.","Sci. advances 4, eaau0244 (2018). 26. Su, R. et al. Observation of exciton polariton condensation in a perovskite lattice at room temperature. Nat.",84/10.1021/acs.nanolett.2c03524
255/490,"Feng, J. et al. All-optical switching based on interacting exciton polaritons in self-assembled perovskite microwires. Sci.","Phys. 16, 301–306 (2020). 27. Feng, J. et al. All-optical switching based on interacting exciton polaritons in self-assembled perovskite microwires. Sci.",84/10.1021/acs.nanolett.2c03524
257/490,"Su, R. et al. Room-temperature polariton lasing in all-inorganic perovskite nanoplatelets.","Adv. 7, eabj6627 (2021). 28. Su, R. et al. Room-temperature polariton lasing in all-inorganic perovskite nanoplatelets.",84/10.1021/acs.nanolett.2c03524
259/490,"Fieramosca, A. et al. Two-dimensional hybrid perovskites sustaining strong polariton interactions at room temperature.","Nano letters 17, 3982–3988 (2017). 29. Fieramosca, A. et al. Two-dimensional hybrid perovskites sustaining strong polariton interactions at room temperature.",84/10.1021/acs.nanolett.2c03524
263/490,"Brichkin, A. et al. Effect of coulomb interaction on exciton-polariton condensates in gaas pillar microcavities. Phys.","ACS photonics 6, 1804–1811 (2019). 31. Brichkin, A. et al. Effect of coulomb interaction on exciton-polariton condensates in gaas pillar microcavities. Phys.",84/10.1021/acs.nanolett.2c03524
