original_index,positive_sentences,integrated_sentences,doi
52/430,This model yields a conduction band mainly consisting of a d-type transition metal orbital and a valence band mainly originating from a p-type chalcogen orbital.,"As we do not include spin-orbit coupling, we do not explicitly write out the spin-dependence s in the following. This model yields a conduction band mainly consisting of a d-type transition metal orbital and a valence band mainly originating from a p-type chalcogen orbital.",133/10.1103/PhysRevB.100.035431
53/430,"In the neighborhood of this point the band structure has the shape of a Mexican hat with a small band gap and pro- nounced band mixing for the model parameters chosen here, see Sec. IV.","This model yields a conduction band mainly consisting of a d-type transition metal orbital and a valence band mainly originating from a p-type chalcogen orbital. In the neighborhood of this point the band structure has the shape of a Mexican hat with a small band gap and pro- nounced band mixing for the model parameters chosen here, see Sec. IV.",133/10.1103/PhysRevB.100.035431
54/430,Close to the high symmetry point the band structure possesses rotational symmetry.,"In the neighborhood of this point the band structure has the shape of a Mexican hat with a small band gap and pro- nounced band mixing for the model parameters chosen here, see Sec. IV. Close to the high symmetry point the band structure possesses rotational symmetry.",133/10.1103/PhysRevB.100.035431
55/430,"We stress that the simplicity of this model and the high symmetry are not too restrictive, because a fast angular redistri- bution of carriers due to electron-phonon scattering [67] will smooth out the eﬀects of anisotropy, and our results should also be transferable to non-parabolic band struc- tures.","Close to the high symmetry point the band structure possesses rotational symmetry. We stress that the simplicity of this model and the high symmetry are not too restrictive, because a fast angular redistri- bution of carriers due to electron-phonon scattering [67] will smooth out the eﬀects of anisotropy, and our results should also be transferable to non-parabolic band struc- tures.",133/10.1103/PhysRevB.100.035431
56/430,B. Quasi-particle band dynamics and the eﬀective Hamiltonian This subsection is concerned with determination of the carrier states that accompany the onset of the phase change and that we will sometimes refer to simply as “band dynamics”.,"We stress that the simplicity of this model and the high symmetry are not too restrictive, because a fast angular redistri- bution of carriers due to electron-phonon scattering [67] will smooth out the eﬀects of anisotropy, and our results should also be transferable to non-parabolic band struc- tures. B. Quasi-particle band dynamics and the eﬀective Hamiltonian This subsection is concerned with determination of the carrier states that accompany the onset of the phase change and that we will sometimes refer to simply as “band dynamics”.",133/10.1103/PhysRevB.100.035431
69/430,"Assuming that the coherences in this equation-of-motion die out faster than the dynamics of interest, we obtain the equation of motion d dtB0 = −(iω0 + γP deph)B0 + 1 iℏ X k X b  (gbb 0,k)∗nb k  = −(iω0 + γP deph)B0 + 1 iℏ  X k (gcc 0,k)∗nc k + X k (gvv 0,k)∗nv k  (6) The coupling matrix elements gpd 0 , which are oﬀdiago- nal with respect to the orbital index, inﬂuence the band occupations nb k via gbb 0,k matrix elements, which are diag- onal with respect to the band index, and thus drive the coherent phonon amplitude Eq. (6). III.","In particular, the matrix element gpd 0 in the orbital basis is related to ma- trix elements gcc 0,k and gvv 0,k in the time-dependent basis. Assuming that the coherences in this equation-of-motion die out faster than the dynamics of interest, we obtain the equation of motion d dtB0 = −(iω0 + γP deph)B0 + 1 iℏ X k X b  (gbb 0,k)∗nb k  = −(iω0 + γP deph)B0 + 1 iℏ  X k (gcc 0,k)∗nc k + X k (gvv 0,k)∗nv k  (6) The coupling matrix elements gpd 0 , which are oﬀdiago- nal with respect to the orbital index, inﬂuence the band occupations nb k via gbb 0,k matrix elements, which are diag- onal with respect to the band index, and thus drive the coherent phonon amplitude Eq. (6). III.",133/10.1103/PhysRevB.100.035431
71/430,"66, where carriers were excited with an 1.6 eV pulse around 200 meV above the Fermi level into a Ti 3d band around the M-point.","CARRIER DYNAMICS VIA EQUATION OF MOTION TECHNIQUE A. Optical excitation We model the optical excitation after a recent experi- ment on 1T-TiSe2 in Ref. 66, where carriers were excited with an 1.6 eV pulse around 200 meV above the Fermi level into a Ti 3d band around the M-point.",133/10.1103/PhysRevB.100.035431
72/430,"Around this high symmetry point, only a small band-gap exists be- tween the Ti 3d band and a back-folded Se 4p band.","66, where carriers were excited with an 1.6 eV pulse around 200 meV above the Fermi level into a Ti 3d band around the M-point. Around this high symmetry point, only a small band-gap exists be- tween the Ti 3d band and a back-folded Se 4p band.",133/10.1103/PhysRevB.100.035431
73/430,"As the holes, which are likely created in a Se 4p(x,y) bands, never appear close to the Fermi surface, we do not include these band states in our two-band tight-binding model.","Around this high symmetry point, only a small band-gap exists be- tween the Ti 3d band and a back-folded Se 4p band. As the holes, which are likely created in a Se 4p(x,y) bands, never appear close to the Fermi surface, we do not include these band states in our two-band tight-binding model.",133/10.1103/PhysRevB.100.035431
75/430,"[66] Thus, we model the optical excitation between the conduction band “c” mainly originating from the d-type orbital of atom species Ad and a third band v′ below the Fermi surface by d dtpb1b2 k  opt = −  iωb1b2 k + γP deph  pb1b2 k −iΩb1b2 k  nb1 k −nb2 k  (7) and d dtnb1 k  opt = −  iΩb1b2 k pb1b2 k + h.c.  (8) where b ∈{c, v′}, and we have again suppressed the spin index.","Further, the dispersions of the bands of interest are dif- ferent (i.e., have very diﬀerent curvature in our simpliﬁed case), so that in the ﬁrst few hundred femtoseconds the excited holes have no chance to reach the Fermi surface and no eﬃcient contribution to the ultrafast carrier and band response around Fermi surface is possible, as found in experiment. [66] Thus, we model the optical excitation between the conduction band “c” mainly originating from the d-type orbital of atom species Ad and a third band v′ below the Fermi surface by d dtpb1b2 k  opt = −  iωb1b2 k + γP deph  pb1b2 k −iΩb1b2 k  nb1 k −nb2 k  (7) and d dtnb1 k  opt = −  iΩb1b2 k pb1b2 k + h.c.  (8) where b ∈{c, v′}, and we have again suppressed the spin index.",133/10.1103/PhysRevB.100.035431
76/430,The major contribution to the coherent phonon ampli- tude dynamics originates from the excitation of electrons into the conduction band.,"[66] Thus, we model the optical excitation between the conduction band “c” mainly originating from the d-type orbital of atom species Ad and a third band v′ below the Fermi surface by d dtpb1b2 k  opt = −  iωb1b2 k + γP deph  pb1b2 k −iΩb1b2 k  nb1 k −nb2 k  (7) and d dtnb1 k  opt = −  iΩb1b2 k pb1b2 k + h.c.  (8) where b ∈{c, v′}, and we have again suppressed the spin index. The major contribution to the coherent phonon ampli- tude dynamics originates from the excitation of electrons into the conduction band.",133/10.1103/PhysRevB.100.035431
77/430,"This is in accordance to situ- ations, where optical excitation can trigger a displacive A1g CDW amplitude mode by exciting electrons from bonding to antibonding states, e.g., in 1T-TiSe2.","The major contribution to the coherent phonon ampli- tude dynamics originates from the excitation of electrons into the conduction band. This is in accordance to situ- ations, where optical excitation can trigger a displacive A1g CDW amplitude mode by exciting electrons from bonding to antibonding states, e.g., in 1T-TiSe2.",133/10.1103/PhysRevB.100.035431
83/430,This entails not only the correction of the band- energies but also a re-calculation of the interaction- matrix elements.,"As the Coulomb inter- action leads to transitions between quasiparticle states, which change dynamically, we use time-dependent Bloch states. This entails not only the correction of the band- energies but also a re-calculation of the interaction- matrix elements.",133/10.1103/PhysRevB.100.035431
86/430,"Thus, we implement the time-dependent basis in the description of the carrier dynamics us- ing time-dependent band-energies and wave-functions in- cluding time-dependent Coulomb-matrix elements due to the basis transformation with of-course a time-dependent screening.","This general consequences are described and the level of approximation for the system under investigation is explained in appendix B, where we assume a suﬃ- ciently high dephasing for these coherences, which is likely for the system under investigation, and hence the oﬀ-diagonal coherence-contributions in conjunction with correlated correction-terms in the equation-of-motion can be neglected. Thus, we implement the time-dependent basis in the description of the carrier dynamics us- ing time-dependent band-energies and wave-functions in- cluding time-dependent Coulomb-matrix elements due to the basis transformation with of-course a time-dependent screening.",133/10.1103/PhysRevB.100.035431
87/430,"Importantly, the band dynamics here leads to an additional re-distribution of carriers into the new equi- librium distribution and changes the ratio between intra and interband scattering pathways.","Thus, we implement the time-dependent basis in the description of the carrier dynamics us- ing time-dependent band-energies and wave-functions in- cluding time-dependent Coulomb-matrix elements due to the basis transformation with of-course a time-dependent screening. Importantly, the band dynamics here leads to an additional re-distribution of carriers into the new equi- librium distribution and changes the ratio between intra and interband scattering pathways.",133/10.1103/PhysRevB.100.035431
91/430,The screened Coulomb potential is W bb2b3b4 kk2k3k4 = X q w (q) Ibb4 kk4 (q) Ib2b3 k2k3 (−q) (14) with the overlap integrals Ibb4 kk4(q) = Z Ψb k(r)∗eiqrΨb4 k4(r) d3r (15) 0.0  1.0  -1.0  -1.0  -0.5  0.5  0.0  k (nm-1) E-EF (eV)  c  v  v’  EX  FIG. 1.,The spin- index s is neglected. The screened Coulomb potential is W bb2b3b4 kk2k3k4 = X q w (q) Ibb4 kk4 (q) Ib2b3 k2k3 (−q) (14) with the overlap integrals Ibb4 kk4(q) = Z Ψb k(r)∗eiqrΨb4 k4(r) d3r (15) 0.0  1.0  -1.0  -1.0  -0.5  0.5  0.0  k (nm-1) E-EF (eV)  c  v  v’  EX  FIG. 1.,133/10.1103/PhysRevB.100.035431
92/430,Band structure of the unexcited material on a high symmetry point in the Brillouin zone on the Fermi surface in radial in-plane direction.,The screened Coulomb potential is W bb2b3b4 kk2k3k4 = X q w (q) Ibb4 kk4 (q) Ib2b3 k2k3 (−q) (14) with the overlap integrals Ibb4 kk4(q) = Z Ψb k(r)∗eiqrΨb4 k4(r) d3r (15) 0.0  1.0  -1.0  -1.0  -0.5  0.5  0.0  k (nm-1) E-EF (eV)  c  v  v’  EX  FIG. 1. Band structure of the unexcited material on a high symmetry point in the Brillouin zone on the Fermi surface in radial in-plane direction.,133/10.1103/PhysRevB.100.035431
93/430,The blue curves are the conduction band c and the valence band v calculated from the tight- binding Hamiltonian.,Band structure of the unexcited material on a high symmetry point in the Brillouin zone on the Fermi surface in radial in-plane direction. The blue curves are the conduction band c and the valence band v calculated from the tight- binding Hamiltonian.,133/10.1103/PhysRevB.100.035431
94/430,The black curve is a third band v′ not included in the two-band tight-binding model far bellow the Fermi surface used for the ultrafast optical excitation with an 1.6 eV pulse (red arrow).,The blue curves are the conduction band c and the valence band v calculated from the tight- binding Hamiltonian. The black curve is a third band v′ not included in the two-band tight-binding model far bellow the Fermi surface used for the ultrafast optical excitation with an 1.6 eV pulse (red arrow).,133/10.1103/PhysRevB.100.035431
100/430,"NUMERICAL RESULTS To investigate the ultrafast response of a small band- gap 2D material after an ultrafast optical excitation, and particularly of the role of impact ionization and carrier multiplication in the conduction band, we assume the setup shown in Fig. 1, which we discuss here ﬁrst.","The time-dependent screening of the Coulomb interaction is taken into account using the static limit of Lindhard dielectric function ε(q) = 1 −1 A X k,b V bbbb k,k−q,k,k−q nλ k−q −nλ k ϵλ k−q −ϵλ k (16) where V bb2b3b k,k2,k3,k4 are the Coulomb-matrix elements cal- culated from the unscreened Coulomb potential v (q). IV. NUMERICAL RESULTS To investigate the ultrafast response of a small band- gap 2D material after an ultrafast optical excitation, and particularly of the role of impact ionization and carrier multiplication in the conduction band, we assume the setup shown in Fig. 1, which we discuss here ﬁrst.",133/10.1103/PhysRevB.100.035431
102/430,"II A, we5 obtain two Mexican-hat shaped bands close to the Fermi surface, a conduction band “c” and a valence band “v”.","From the tight-binding Hamiltonian Eq. (1) from Sec. II A, we5 obtain two Mexican-hat shaped bands close to the Fermi surface, a conduction band “c” and a valence band “v”.",133/10.1103/PhysRevB.100.035431
103/430,"Further, we assume a lattice temperature of 100 K and the band gap is measured as the nearest distance between the two Mexican-hat shaped bands, which is 100 meV for the unexcited band structure.","II A, we5 obtain two Mexican-hat shaped bands close to the Fermi surface, a conduction band “c” and a valence band “v”. Further, we assume a lattice temperature of 100 K and the band gap is measured as the nearest distance between the two Mexican-hat shaped bands, which is 100 meV for the unexcited band structure.",133/10.1103/PhysRevB.100.035431
104/430,The lattice temperature is below the transition temperature and the band-gap is adapted to that of the CDW phase of a typical material like TiSe2 as reported for example in Ref. 38.,"Further, we assume a lattice temperature of 100 K and the band gap is measured as the nearest distance between the two Mexican-hat shaped bands, which is 100 meV for the unexcited band structure. The lattice temperature is below the transition temperature and the band-gap is adapted to that of the CDW phase of a typical material like TiSe2 as reported for example in Ref. 38.",133/10.1103/PhysRevB.100.035431
105/430,The opti- cal excitation is modeled as excitation originating from a third band “v′” not included in the two-band tight- binding model as explained in Sect.,The lattice temperature is below the transition temperature and the band-gap is adapted to that of the CDW phase of a typical material like TiSe2 as reported for example in Ref. 38. The opti- cal excitation is modeled as excitation originating from a third band “v′” not included in the two-band tight- binding model as explained in Sect.,133/10.1103/PhysRevB.100.035431
106/430,"III A. As indicated in Fig. 1, the v′ band is far below the Fermi surface and the ultrafast optical excitation by a pulse with a 1.6 eV photon energy excites carriers into the conduction band around 200 meV above the Fermi surface as measured by trARPES experiments on TiSe2 reported in Ref. 66.","The opti- cal excitation is modeled as excitation originating from a third band “v′” not included in the two-band tight- binding model as explained in Sect. III A. As indicated in Fig. 1, the v′ band is far below the Fermi surface and the ultrafast optical excitation by a pulse with a 1.6 eV photon energy excites carriers into the conduction band around 200 meV above the Fermi surface as measured by trARPES experiments on TiSe2 reported in Ref. 66.",133/10.1103/PhysRevB.100.035431
107/430,"For the unexcited material we assume a Fermi distribu- tion and thus we obtain a nearly empty conduction band with negligible band corrections due to coherent phonons, see Sect.","III A. As indicated in Fig. 1, the v′ band is far below the Fermi surface and the ultrafast optical excitation by a pulse with a 1.6 eV photon energy excites carriers into the conduction band around 200 meV above the Fermi surface as measured by trARPES experiments on TiSe2 reported in Ref. 66. For the unexcited material we assume a Fermi distribu- tion and thus we obtain a nearly empty conduction band with negligible band corrections due to coherent phonons, see Sect.",133/10.1103/PhysRevB.100.035431
109/430,"After the ultrashort optical excitation, eﬀects such as band dynamics induced by coherent phonons and a carrier redistribution due to Coulomb scattering, see Sect.","II B and weak screening. After the ultrashort optical excitation, eﬀects such as band dynamics induced by coherent phonons and a carrier redistribution due to Coulomb scattering, see Sect.",133/10.1103/PhysRevB.100.035431
111/430,"A. Characteristics of band- and carrier response First, we discuss the essential characteristics of the dy- namical results for the excitation described above.","III B, will determine the material response as investigated in the following. A. Characteristics of band- and carrier response First, we discuss the essential characteristics of the dy- namical results for the excitation described above.",133/10.1103/PhysRevB.100.035431
112/430,"A technical aspect is to clarify and investigate the eﬀect of the basis transformation of the electron-phonon matrix element between the time-dependent basis of band states and the atomic eigenbasis, which creates k-dependent phonon matrix elements from initially constant values in the atomic eigenbasis.","A. Characteristics of band- and carrier response First, we discuss the essential characteristics of the dy- namical results for the excitation described above. A technical aspect is to clarify and investigate the eﬀect of the basis transformation of the electron-phonon matrix element between the time-dependent basis of band states and the atomic eigenbasis, which creates k-dependent phonon matrix elements from initially constant values in the atomic eigenbasis.",133/10.1103/PhysRevB.100.035431
113/430,"The Mexican-hat shaped electronic band-structure shown in Fig. 1 is modeled using the tight-binding pa- rameters ϵp 0 = 1.95 eV, ϵd 0 = −1.95 eV for the on-site energies, and Vpp = −Vdd = −0.5 eV, Vpd = 0.05 eV for the coupling elements.","A technical aspect is to clarify and investigate the eﬀect of the basis transformation of the electron-phonon matrix element between the time-dependent basis of band states and the atomic eigenbasis, which creates k-dependent phonon matrix elements from initially constant values in the atomic eigenbasis. The Mexican-hat shaped electronic band-structure shown in Fig. 1 is modeled using the tight-binding pa- rameters ϵp 0 = 1.95 eV, ϵd 0 = −1.95 eV for the on-site energies, and Vpp = −Vdd = −0.5 eV, Vpd = 0.05 eV for the coupling elements.",133/10.1103/PhysRevB.100.035431
115/430,The electron-phonon matrix element controls the inﬂuence of the optical phonon on the band dynamics and plays an import role in our model.,"For the coherent phonons, we take ℏω0 = 12.4 meV and γP deph = 5.0 ps−1. The electron-phonon matrix element controls the inﬂuence of the optical phonon on the band dynamics and plays an import role in our model.",133/10.1103/PhysRevB.100.035431
118/430,"66 and taken to be a Gaus- sian pulse with 1.6 eV photon energy, temporal width of σT = 14 fs assuming a Rabi energy ℏΩ0 = 10 meV.","The optical excitation is patterned after the ex- perimental conditions in Ref. 66 and taken to be a Gaus- sian pulse with 1.6 eV photon energy, temporal width of σT = 14 fs assuming a Rabi energy ℏΩ0 = 10 meV.",133/10.1103/PhysRevB.100.035431
119/430,This results in an excitation of electrons in the conduc- tion band around 200 meV above the unexcited Fermi surface.,"66 and taken to be a Gaus- sian pulse with 1.6 eV photon energy, temporal width of σT = 14 fs assuming a Rabi energy ℏΩ0 = 10 meV. This results in an excitation of electrons in the conduc- tion band around 200 meV above the unexcited Fermi surface.",133/10.1103/PhysRevB.100.035431
121/430,"Band dynamics (top) and carrier distribution in the conduction band (bottom) at −25 fs (solid green), 25 fs (dashed black), 100 fs (dotted black), 175 fs (solid black), 250 fs (dashed red) after an ultrashort optical excitation by a σT = 14 fs pulse centered at 0 fs.","After analyzing the consequences of the k-dependent basis transformation we will introduce a further sim- pliﬁed model which assumes an averaged value of the k (nm-1)  nc  E-EF (meV)  FIG. 2. Band dynamics (top) and carrier distribution in the conduction band (bottom) at −25 fs (solid green), 25 fs (dashed black), 100 fs (dotted black), 175 fs (solid black), 250 fs (dashed red) after an ultrashort optical excitation by a σT = 14 fs pulse centered at 0 fs.",133/10.1103/PhysRevB.100.035431
122/430,Between -25 fs and 25 fs the optical excitation mainly determines the carrier dynamics and the non-equilibrium carrier distribution lead to a closing of the gap.,"Band dynamics (top) and carrier distribution in the conduction band (bottom) at −25 fs (solid green), 25 fs (dashed black), 100 fs (dotted black), 175 fs (solid black), 250 fs (dashed red) after an ultrashort optical excitation by a σT = 14 fs pulse centered at 0 fs. Between -25 fs and 25 fs the optical excitation mainly determines the carrier dynamics and the non-equilibrium carrier distribution lead to a closing of the gap.",133/10.1103/PhysRevB.100.035431
124/430,"Now the carrier scattering and the eﬀect of gap-closing increase the impact ionization, which contributes to a fur- ther gap-closing until a quasi-equilibrium after about 200 fs is reached.","After 25 fs the optical does not contribute any more. Now the carrier scattering and the eﬀect of gap-closing increase the impact ionization, which contributes to a fur- ther gap-closing until a quasi-equilibrium after about 200 fs is reached.",133/10.1103/PhysRevB.100.035431
127/430,"Band and carrier response after optical excitation The essential characteristics of the dynamical results are discussed for the setup with gpd 0 = 10.0 meV, because eﬀects of band renormalization and carrier multiplication are clearly visible in this case.","In this case we treat the phonon matrix element as a parameter with ˜gcc 0 = 8.0 meV. 1. Band and carrier response after optical excitation The essential characteristics of the dynamical results are discussed for the setup with gpd 0 = 10.0 meV, because eﬀects of band renormalization and carrier multiplication are clearly visible in this case.",133/10.1103/PhysRevB.100.035431
128/430,In Fig. 2 snapshots of the band and carrier dynamics of the conduction band are shown.,"Band and carrier response after optical excitation The essential characteristics of the dynamical results are discussed for the setup with gpd 0 = 10.0 meV, because eﬀects of band renormalization and carrier multiplication are clearly visible in this case. In Fig. 2 snapshots of the band and carrier dynamics of the conduction band are shown.",133/10.1103/PhysRevB.100.035431
129/430,Before the optical excitation the valence band is full and the conduction band nearly empty.,In Fig. 2 snapshots of the band and carrier dynamics of the conduction band are shown. Before the optical excitation the valence band is full and the conduction band nearly empty.,133/10.1103/PhysRevB.100.035431
130/430,The band gap of the Mexican-hat shaped bands is 100 meV at the crease of the Mexican hat k0 ≃0.35 nm−1.,Before the optical excitation the valence band is full and the conduction band nearly empty. The band gap of the Mexican-hat shaped bands is 100 meV at the crease of the Mexican hat k0 ≃0.35 nm−1.,133/10.1103/PhysRevB.100.035431
131/430,At around 0 fs the ultrafast optical pulse excites carriers from the lower lying v′ band into the conduction band c at around 200 meV above the unexcited Fermi energy cf.,The band gap of the Mexican-hat shaped bands is 100 meV at the crease of the Mexican hat k0 ≃0.35 nm−1. At around 0 fs the ultrafast optical pulse excites carriers from the lower lying v′ band into the conduction band c at around 200 meV above the unexcited Fermi energy cf.,133/10.1103/PhysRevB.100.035431
133/430,The combination of these eﬀects and the mexican- hat band structure lead to a small second peak at the6 k (nm-1) nv  nc  FIG. 3.,"Fig. 1. Be- tween -25 fs and 25 fs mainly optical excitation occurs, but also carrier scattering and the onset of impact ioniza- tion. The combination of these eﬀects and the mexican- hat band structure lead to a small second peak at the6 k (nm-1) nv  nc  FIG. 3.",133/10.1103/PhysRevB.100.035431
134/430,Carrier distribution in the conduction and valence band before and long after the pulse.,The combination of these eﬀects and the mexican- hat band structure lead to a small second peak at the6 k (nm-1) nv  nc  FIG. 3. Carrier distribution in the conduction and valence band before and long after the pulse.,133/10.1103/PhysRevB.100.035431
135/430,"t = −25 fs (green dashed line) and t = 250 fs for the setup with gpd 0 = 10.0 meV (solid black line), gpd 0 = 8.0 meV (dashed black line) and ˜gcc 0 = 8.0 meV (solid red line).","Carrier distribution in the conduction and valence band before and long after the pulse. t = −25 fs (green dashed line) and t = 250 fs for the setup with gpd 0 = 10.0 meV (solid black line), gpd 0 = 8.0 meV (dashed black line) and ˜gcc 0 = 8.0 meV (solid red line).",133/10.1103/PhysRevB.100.035431
136/430,"As electrons are optically ex- cited into the conduction band, the valence band dynamics are exclusively due to interband scattering, i.e., carrier multi- plication.","t = −25 fs (green dashed line) and t = 250 fs for the setup with gpd 0 = 10.0 meV (solid black line), gpd 0 = 8.0 meV (dashed black line) and ˜gcc 0 = 8.0 meV (solid red line). As electrons are optically ex- cited into the conduction band, the valence band dynamics are exclusively due to interband scattering, i.e., carrier multi- plication.",133/10.1103/PhysRevB.100.035431
137/430,The setups with gpd 0 = 10.0 meV and ˜gcc 0 = 8.0 meV exhibit similar carrier distributions after 250 fs. band bottom k0.,"As electrons are optically ex- cited into the conduction band, the valence band dynamics are exclusively due to interband scattering, i.e., carrier multi- plication. The setups with gpd 0 = 10.0 meV and ˜gcc 0 = 8.0 meV exhibit similar carrier distributions after 250 fs. band bottom k0.",133/10.1103/PhysRevB.100.035431
138/430,"Due to the comparatively large band gap of 100 meV, the impact ionization initially is not very eﬃcient.","The setups with gpd 0 = 10.0 meV and ˜gcc 0 = 8.0 meV exhibit similar carrier distributions after 250 fs. band bottom k0. Due to the comparatively large band gap of 100 meV, the impact ionization initially is not very eﬃcient.",133/10.1103/PhysRevB.100.035431
139/430,"However, after 25 fs, i.e., after the optical ex- citation is over, the hot carriers in the conduction band lead to a gap closing due to the coherent phonon dynam- ics and a more eﬃcient screening.","Due to the comparatively large band gap of 100 meV, the impact ionization initially is not very eﬃcient. However, after 25 fs, i.e., after the optical ex- citation is over, the hot carriers in the conduction band lead to a gap closing due to the coherent phonon dynam- ics and a more eﬃcient screening.",133/10.1103/PhysRevB.100.035431
140/430,"The gap closing leads to a more eﬃcient impact ionization, as will be discussed in detail in connection with Fig. 4. Fig. 4 supports the following scenario: The hot carriers relax from the ﬁrst peak induced by the optical excitation via impact ion- ization into the second peak at the band bottom.","However, after 25 fs, i.e., after the optical ex- citation is over, the hot carriers in the conduction band lead to a gap closing due to the coherent phonon dynam- ics and a more eﬃcient screening. The gap closing leads to a more eﬃcient impact ionization, as will be discussed in detail in connection with Fig. 4. Fig. 4 supports the following scenario: The hot carriers relax from the ﬁrst peak induced by the optical excitation via impact ion- ization into the second peak at the band bottom.",133/10.1103/PhysRevB.100.035431
141/430,"The impact ionization induces a carrier multiplication in the conduction band, which results in a further gap closing.","The gap closing leads to a more eﬃcient impact ionization, as will be discussed in detail in connection with Fig. 4. Fig. 4 supports the following scenario: The hot carriers relax from the ﬁrst peak induced by the optical excitation via impact ion- ization into the second peak at the band bottom. The impact ionization induces a carrier multiplication in the conduction band, which results in a further gap closing.",133/10.1103/PhysRevB.100.035431
142/430,"The smaller gap makes impact ionization even more eﬃ- cient, which speeds-up the relaxation of the hot carriers, which is visible in the distances between the snapshots in Fig. 2, but more clearly in Fig. 4 below.","The impact ionization induces a carrier multiplication in the conduction band, which results in a further gap closing. The smaller gap makes impact ionization even more eﬃ- cient, which speeds-up the relaxation of the hot carriers, which is visible in the distances between the snapshots in Fig. 2, but more clearly in Fig. 4 below.",133/10.1103/PhysRevB.100.035431
143/430,Thus there is a mutual ampliﬁcation between gap closing and impact ionization.,"The smaller gap makes impact ionization even more eﬃ- cient, which speeds-up the relaxation of the hot carriers, which is visible in the distances between the snapshots in Fig. 2, but more clearly in Fig. 4 below. Thus there is a mutual ampliﬁcation between gap closing and impact ionization.",133/10.1103/PhysRevB.100.035431
144/430,The latter occurs predominantly at the band bottom k0 of the mexican hat and thus feeds the sec- ond peak on the band bottom of the conduction band in Figure 2 until no more phase space for electron-electron scattering is available and a quasi-equilibrium distribu- tion is reached.,Thus there is a mutual ampliﬁcation between gap closing and impact ionization. The latter occurs predominantly at the band bottom k0 of the mexican hat and thus feeds the sec- ond peak on the band bottom of the conduction band in Figure 2 until no more phase space for electron-electron scattering is available and a quasi-equilibrium distribu- tion is reached.,133/10.1103/PhysRevB.100.035431
145/430,"We next investigate details of the carrier and band-gap dynamics for the same parameters as in Fig. 2, which are marked by solid black lines in Figs. 3 and 4.","The latter occurs predominantly at the band bottom k0 of the mexican hat and thus feeds the sec- ond peak on the band bottom of the conduction band in Figure 2 until no more phase space for electron-electron scattering is available and a quasi-equilibrium distribu- tion is reached. We next investigate details of the carrier and band-gap dynamics for the same parameters as in Fig. 2, which are marked by solid black lines in Figs. 3 and 4.",133/10.1103/PhysRevB.100.035431
146/430,We defer Band gap (meV)  Carrier density  ( x 1010 cm-2)  Time (fs)  FIG.,"We next investigate details of the carrier and band-gap dynamics for the same parameters as in Fig. 2, which are marked by solid black lines in Figs. 3 and 4. We defer Band gap (meV)  Carrier density  ( x 1010 cm-2)  Time (fs)  FIG.",133/10.1103/PhysRevB.100.035431
147/430,4. Gap closing (bottom) and carrier density in the con- duction band (top) vs. time.,We defer Band gap (meV)  Carrier density  ( x 1010 cm-2)  Time (fs)  FIG. 4. Gap closing (bottom) and carrier density in the con- duction band (top) vs. time.,133/10.1103/PhysRevB.100.035431
148/430,"After the optical excitation an induced gap closing and a delayed carrier multiplication correlated to the gap closing is visible for the setup with gpd 0 = 8.0 meV (dashed black line), gpd 0 = 10.0 meV (solid black line), and ˜gcc 0 = 8.0 meV (solid red line).","4. Gap closing (bottom) and carrier density in the con- duction band (top) vs. time. After the optical excitation an induced gap closing and a delayed carrier multiplication correlated to the gap closing is visible for the setup with gpd 0 = 8.0 meV (dashed black line), gpd 0 = 10.0 meV (solid black line), and ˜gcc 0 = 8.0 meV (solid red line).",133/10.1103/PhysRevB.100.035431
149/430,The setup with gpd 0 = 10.0 meV and ˜gcc 0 = 8.0 meV have a similar time evolution of the carrier density and the gap closing.,"After the optical excitation an induced gap closing and a delayed carrier multiplication correlated to the gap closing is visible for the setup with gpd 0 = 8.0 meV (dashed black line), gpd 0 = 10.0 meV (solid black line), and ˜gcc 0 = 8.0 meV (solid red line). The setup with gpd 0 = 10.0 meV and ˜gcc 0 = 8.0 meV have a similar time evolution of the carrier density and the gap closing.",133/10.1103/PhysRevB.100.035431
152/430,The solid black lines in Fig. 3 shows the carrier distribution of the conduction and valence band 250 fs after the optical ex- citation.,a discussion of the diﬀerent parameters (dashed and red curves in Figs. 3 and 4) to the next subsection. The solid black lines in Fig. 3 shows the carrier distribution of the conduction and valence band 250 fs after the optical ex- citation.,133/10.1103/PhysRevB.100.035431
153/430,"As the optical excitation is into the conduction band, the increase of the hole density around the top of the valence band k0 in the ﬁrst 250 fs after the op- tical excitation indicates the eﬀect of impact ionization as all the carrier dynamics is exclusively due to Coulomb scattering.","The solid black lines in Fig. 3 shows the carrier distribution of the conduction and valence band 250 fs after the optical ex- citation. As the optical excitation is into the conduction band, the increase of the hole density around the top of the valence band k0 in the ﬁrst 250 fs after the op- tical excitation indicates the eﬀect of impact ionization as all the carrier dynamics is exclusively due to Coulomb scattering.",133/10.1103/PhysRevB.100.035431
154/430,In Figure 4 the solid black lines depict the time-dependence of the conduction-band carrier density and the band gap.,"As the optical excitation is into the conduction band, the increase of the hole density around the top of the valence band k0 in the ﬁrst 250 fs after the op- tical excitation indicates the eﬀect of impact ionization as all the carrier dynamics is exclusively due to Coulomb scattering. In Figure 4 the solid black lines depict the time-dependence of the conduction-band carrier density and the band gap.",133/10.1103/PhysRevB.100.035431
